initial_ratio,new_ratio,cv,score,time
0.06309573444801933,0.15848931924611134,2,0.816675,62.09150767326355
0.06309573444801933,0.39810717055349726,2,0.78785,205.84991693496704
0.06309573444801933,1.0,2,0.71005,1136.1786043643951
0.06309573444801933,0.06309573444801933,3,0.84335,20.31947159767151
0.06309573444801933,0.15848931924611134,3,0.7789,57.646156549453735
0.06309573444801933,0.39810717055349726,3,0.5442,218.08329010009766
0.06309573444801933,1.0,3,0.4993375,6231.120648384094
0.06309573444801933,0.06309573444801933,4,0.8419,20.509129524230957
0.06309573444801933,0.15848931924611134,4,0.750875,56.06271839141846
0.06309573444801933,0.39810717055349726,4,0.5163,275.56947207450867
0.06309573444801933,1.0,4,0.4999375,8722.919040441513
0.0251188643150958,0.0251188643150958,0,0.8336125,9.087711334228516
0.0251188643150958,0.06309573444801933,0,0.7754,20.58295202255249
0.0251188643150958,0.15848931924611134,0,0.55795,56.69773507118225
0.0251188643150958,0.39810717055349726,0,0.498975,578.7008104324341
0.0251188643150958,1.0,0,0.498975,9104.286796569824
0.0251188643150958,0.0251188643150958,1,0.8332375,9.225274324417114
0.0251188643150958,0.06309573444801933,1,0.7649125,20.83661198616028
0.0251188643150958,0.15848931924611134,1,0.5494375,61.89624261856079
0.0251188643150958,0.39810717055349726,1,0.498325,700.0310146808624
0.0251188643150958,1.0,1,0.498325,8402.053196668625
0.0251188643150958,0.0251188643150958,2,0.836625,10.049175500869751
0.0251188643150958,0.06309573444801933,2,0.8043375,26.0151309967041
0.0251188643150958,0.15848931924611134,2,0.6474875,60.32026267051697
0.0251188643150958,0.39810717055349726,2,0.500175,408.65353631973267
0.0251188643150958,1.0,2,0.4993625,8363.258889436722
0.0251188643150958,0.0251188643150958,3,0.835275,8.844975233078003
0.0251188643150958,0.06309573444801933,3,0.76885,20.271703720092773
0.0251188643150958,0.15848931924611134,3,0.5491,57.4399893283844
0.0251188643150958,0.39810717055349726,3,0.4977875,650.2947082519531
0.0251188643150958,1.0,3,0.4977875,7961.235448360443
0.0251188643150958,0.0251188643150958,4,0.8387625,11.235582113265991
0.0251188643150958,0.06309573444801933,4,0.8238875,23.164872407913208
0.0251188643150958,0.15848931924611134,4,0.7811125,56.90959620475769
0.0251188643150958,0.39810717055349726,4,0.6059125,187.03372144699097
0.0251188643150958,1.0,4,0.5012625,4819.222384214401
0.01,0.01,0,0.805275,4.243913173675537
0.01,0.0251188643150958,0,0.6857625,9.267923593521118
0.01,0.06309573444801933,0,0.5055625,24.81391978263855
0.01,0.15848931924611134,0,0.4973125,115.12291169166565
0.01,0.39810717055349726,0,0.4973125,604.7497096061707
0.01,1.0,0,0.4973125,2416.415458202362
0.01,0.01,1,0.821175,4.412364482879639
0.01,0.0251188643150958,1,0.792775,10.164100885391235
0.01,0.06309573444801933,1,0.6513125,22.6837899684906
0.01,0.15848931924611134,1,0.500275,77.8090410232544
0.01,0.39810717055349726,1,0.4983375,923.2601425647736
0.01,1.0,1,0.4983375,6804.201724767685
0.01,0.01,2,0.8186,4.650766849517822
0.01,0.0251188643150958,2,0.721625,10.57873010635376
0.01,0.06309573444801933,2,0.5023625,22.802384853363037
0.01,0.15848931924611134,2,0.501025,131.64527082443237
0.01,0.39810717055349726,2,0.501025,634.4537222385406
0.01,1.0,2,0.501025,1781.598191022873
0.01,0.01,3,0.825625,4.943327188491821
0.01,0.0251188643150958,3,0.8122625,11.795653581619263
0.01,0.06309573444801933,3,0.793325,21.383679628372192
0.01,0.15848931924611134,3,0.7688,51.156766176223755
0.01,0.39810717055349726,3,0.7277125,182.22544169425964
0.01,1.0,3,0.5814125,1216.0881106853485
0.01,0.01,4,0.8288875,4.644639730453491
0.01,0.0251188643150958,4,0.8021625,10.017478704452515
0.01,0.06309573444801933,4,0.6565125,21.648182153701782
0.01,0.15848931924611134,4,0.5036625,76.7567389011383
0.01,0.39810717055349726,4,0.502375,1047.5561299324036
0.01,1.0,4,0.502375,6386.31050491333
0.0039810717055349725,0.0039810717055349725,0,0.793675,2.135916233062744
0.0039810717055349725,0.01,0,0.7309,4.457952260971069
0.0039810717055349725,0.0251188643150958,0,0.55705,10.53762936592102
0.0039810717055349725,0.06309573444801933,0,0.5009375,24.187626123428345
0.0039810717055349725,0.15848931924611134,0,0.500925,109.54355263710022
0.0039810717055349725,0.39810717055349726,0,0.500925,402.04861426353455
0.0039810717055349725,1.0,0,0.500925,1444.1899147033691
0.0039810717055349725,0.0039810717055349725,1,0.80635,2.184602737426758
0.0039810717055349725,0.01,1,0.8051125,5.074573040008545
0.0039810717055349725,0.0251188643150958,1,0.757975,11.083797931671143
0.0039810717055349725,0.06309573444801933,1,0.5462375,22.60336661338806
0.0039810717055349725,0.15848931924611134,1,0.4989,106.53366422653198
0.0039810717055349725,0.39810717055349726,1,0.4989,857.8211317062378
0.0039810717055349725,1.0,1,0.4989,3535.8457248210907
0.0039810717055349725,0.0039810717055349725,2,0.799675,2.1272053718566895
0.0039810717055349725,0.01,2,0.745625,4.205038785934448
0.0039810717055349725,0.0251188643150958,2,0.5310125,9.85375452041626
0.0039810717055349725,0.06309573444801933,2,0.5005625,27.424588203430176
0.0039810717055349725,0.15848931924611134,2,0.5005625,87.431321144104
0.0039810717055349725,0.39810717055349726,2,0.5005625,269.3671383857727
0.0039810717055349725,1.0,2,0.5005625,989.4324271678925
0.0039810717055349725,0.0039810717055349725,3,0.8052625,2.027301788330078
0.0039810717055349725,0.01,3,0.791275,4.225741147994995
0.0039810717055349725,0.0251188643150958,3,0.7271875,10.396148920059204
0.0039810717055349725,0.06309573444801933,3,0.5042125,19.15330410003662
0.0039810717055349725,0.15848931924611134,3,0.501775,118.52430820465088
0.0039810717055349725,0.39810717055349726,3,0.50175,411.6698980331421
0.0039810717055349725,1.0,3,0.50175,1557.383186340332
0.0039810717055349725,0.0039810717055349725,4,0.79825,2.084583044052124
0.0039810717055349725,0.01,4,0.75035,4.2561962604522705
0.0039810717055349725,0.0251188643150958,4,0.57015,9.173817157745361
0.0039810717055349725,0.06309573444801933,4,0.5033875,22.706857204437256
0.0039810717055349725,0.15848931924611134,4,0.503375,100.38536143302917
0.0039810717055349725,0.39810717055349726,4,0.503375,354.85187005996704
0.0039810717055349725,1.0,4,0.503375,1426.723338842392
0.0015848931924611136,0.0015848931924611136,0,0.7624,1.1603648662567139
0.0015848931924611136,0.0039810717055349725,0,0.7244875,2.1869778633117676
0.0015848931924611136,0.01,0,0.5910125,4.43220329284668
0.0015848931924611136,0.0251188643150958,0,0.500175,9.82197642326355
0.0015848931924611136,0.06309573444801933,0,0.49985,21.773473262786865
0.0015848931924611136,0.15848931924611134,0,0.49985,46.00289964675903
0.0015848931924611136,0.39810717055349726,0,0.49985,120.83948588371277
0.0015848931924611136,1.0,0,0.49985,1005.8293063640594
0.0015848931924611136,0.0015848931924611136,1,0.774775,1.1425986289978027
0.0015848931924611136,0.0039810717055349725,1,0.7346125,2.012460708618164
0.0015848931924611136,0.01,1,0.5556,4.047527074813843
0.0015848931924611136,0.0251188643150958,1,0.4968375,8.966432571411133
0.0015848931924611136,0.06309573444801933,1,0.4968375,21.645007848739624
0.0015848931924611136,0.15848931924611134,1,0.4968375,42.11943697929382
0.0015848931924611136,0.39810717055349726,1,0.4968375,112.3257372379303
0.0015848931924611136,1.0,1,0.4968375,1141.534026145935
0.0015848931924611136,0.0015848931924611136,2,0.746425,1.4222502708435059
0.0015848931924611136,0.0039810717055349725,2,0.696475,2.609001636505127
0.0015848931924611136,0.01,2,0.5516875,5.19014310836792
0.0015848931924611136,0.0251188643150958,2,0.497575,10.281306982040405
0.0015848931924611136,0.06309573444801933,2,0.497575,17.77537751197815
0.0015848931924611136,0.15848931924611134,2,0.497575,30.460403203964233
0.0015848931924611136,0.39810717055349726,2,0.497575,92.3784511089325
0.0015848931924611136,1.0,2,0.497575,940.3328776359558
0.0015848931924611136,0.0015848931924611136,3,0.759475,1.3597791194915771
0.0015848931924611136,0.0039810717055349725,3,0.7506875,2.5934877395629883
0.0015848931924611136,0.01,3,0.6649875,5.049765348434448
0.0015848931924611136,0.0251188643150958,3,0.5034875,9.175683736801147
0.0015848931924611136,0.06309573444801933,3,0.4995125,31.228243827819824
0.0015848931924611136,0.15848931924611134,3,0.4995125,101.76643204689026
0.0015848931924611136,0.39810717055349726,3,0.4995125,194.95977473258972
0.0015848931924611136,1.0,3,0.4995125,1107.3021457195282
0.0015848931924611136,0.0015848931924611136,4,0.7605375,1.1627154350280762
0.0015848931924611136,0.0039810717055349725,4,0.7558,2.284970283508301
0.0015848931924611136,0.01,4,0.7161,4.718102693557739
0.0015848931924611136,0.0251188643150958,4,0.5735,10.10897421836853
0.0015848931924611136,0.06309573444801933,4,0.499475,29.642863035202026
0.0015848931924611136,0.15848931924611134,4,0.49945,129.86413431167603
0.0015848931924611136,0.39810717055349726,4,0.49945,528.4050652980804
0.0015848931924611136,1.0,4,0.49945,2063.16441988945
0.0006309573444801933,0.0006309573444801933,0,0.73525,0.8597354888916016
0.0006309573444801933,0.0015848931924611136,0,0.7332125,1.191080093383789
0.0006309573444801933,0.0039810717055349725,0,0.698325,2.1570749282836914
0.0006309573444801933,0.01,0,0.583175,4.4547119140625
0.0006309573444801933,0.0251188643150958,0,0.4993,9.738487482070923
0.0006309573444801933,0.06309573444801933,0,0.4985125,25.612539529800415
0.0006309573444801933,0.15848931924611134,0,0.4985125,60.88989520072937
0.0006309573444801933,0.39810717055349726,0,0.4985125,141.1590507030487
0.0006309573444801933,1.0,0,0.4985125,1301.9104022979736
0.0006309573444801933,0.0006309573444801933,1,0.6664375,0.8257787227630615
0.0006309573444801933,0.0015848931924611136,1,0.576275,1.3152709007263184
0.0006309573444801933,0.0039810717055349725,1,0.503075,1.9471373558044434
0.0006309573444801933,0.01,1,0.5014125,2.798150062561035
0.0006309573444801933,0.0251188643150958,1,0.5014125,4.322274923324585
0.0006309573444801933,0.06309573444801933,1,0.5014125,9.752818822860718
0.0006309573444801933,0.15848931924611134,1,0.5014125,40.99239158630371
0.0006309573444801933,0.39810717055349726,1,0.5014125,190.15378308296204
0.0006309573444801933,1.0,1,0.5014125,1310.3890042304993
0.0006309573444801933,0.0006309573444801933,2,0.7004625,0.8799102306365967
0.0006309573444801933,0.0015848931924611136,2,0.68575,1.4953601360321045
0.0006309573444801933,0.0039810717055349725,2,0.651175,2.691938877105713
0.0006309573444801933,0.01,2,0.55015,5.731207370758057
0.0006309573444801933,0.0251188643150958,2,0.500375,11.589487552642822
0.0006309573444801933,0.06309573444801933,2,0.5003625,24.737049102783203
0.0006309573444801933,0.15848931924611134,2,0.5003625,41.72216606140137
0.0006309573444801933,0.39810717055349726,2,0.5003625,78.95213627815247
0.0006309573444801933,1.0,2,0.5003625,937.8914339542389
0.0006309573444801933,0.0006309573444801933,3,0.70345,0.8279213905334473
0.0006309573444801933,0.0015848931924611136,3,0.6792125,1.4587080478668213
0.0006309573444801933,0.0039810717055349725,3,0.535775,2.7981624603271484
0.0006309573444801933,0.01,3,0.5012625,4.5016889572143555
0.0006309573444801933,0.0251188643150958,3,0.5012625,6.132606267929077
0.0006309573444801933,0.06309573444801933,3,0.5012625,12.80194616317749
0.0006309573444801933,0.15848931924611134,3,0.5012625,33.01085615158081
0.0006309573444801933,0.39810717055349726,3,0.5012625,185.86689639091492
0.0006309573444801933,1.0,3,0.5012625,1556.0393176078796
0.0006309573444801933,0.0006309573444801933,4,0.7298625,0.7660551071166992
0.0006309573444801933,0.0015848931924611136,4,0.7224625,1.1772420406341553
0.0006309573444801933,0.0039810717055349725,4,0.653875,2.1393094062805176
0.0006309573444801933,0.01,4,0.5100625,4.521682500839233
0.0006309573444801933,0.0251188643150958,4,0.4999,7.8331074714660645
0.0006309573444801933,0.06309573444801933,4,0.4999,18.660379648208618
0.0006309573444801933,0.15848931924611134,4,0.4999,41.96831178665161
0.0006309573444801933,0.39810717055349726,4,0.4999,151.61690282821655
0.0006309573444801933,1.0,4,0.4999,1274.267900466919
0.00025118864315095806,0.00025118864315095806,0,0.52745,0.6419668197631836
0.00025118864315095806,0.0006309573444801933,0,0.497975,0.7174234390258789
0.00025118864315095806,0.0015848931924611136,0,0.49805,0.9192900657653809
0.00025118864315095806,0.0039810717055349725,0,0.49805,1.373112440109253
0.00025118864315095806,0.01,0,0.49805,2.4555606842041016
0.00025118864315095806,0.0251188643150958,0,0.49805,5.273197174072266
0.00025118864315095806,0.06309573444801933,0,0.49805,12.98949146270752
0.00025118864315095806,0.15848931924611134,0,0.49805,32.25962829589844
0.00025118864315095806,0.39810717055349726,0,0.49805,109.54638147354126
0.00025118864315095806,1.0,0,0.49805,463.6299090385437
0.00025118864315095806,0.00025118864315095806,1,0.6383125,0.6362714767456055
0.00025118864315095806,0.0006309573444801933,1,0.6289625,0.7992162704467773
0.00025118864315095806,0.0015848931924611136,1,0.6149625,1.232973337173462
0.00025118864315095806,0.0039810717055349725,1,0.580925,2.6294589042663574
0.00025118864315095806,0.01,1,0.535975,6.840157747268677
0.00025118864315095806,0.0251188643150958,1,0.507225,12.531425714492798
0.00025118864315095806,0.06309573444801933,1,0.5018,34.63264799118042
0.00025118864315095806,0.15848931924611134,1,0.5018,150.9783706665039
0.00025118864315095806,0.39810717055349726,1,0.5018,488.6635160446167
0.00025118864315095806,1.0,1,0.5018,871.4067811965942
0.00025118864315095806,0.00025118864315095806,2,0.5845875,0.8923847675323486
0.00025118864315095806,0.0006309573444801933,2,0.526075,0.8234305381774902
0.00025118864315095806,0.0015848931924611136,2,0.5000875,1.1271402835845947
0.00025118864315095806,0.0039810717055349725,2,0.498875,1.3621091842651367
0.00025118864315095806,0.01,2,0.498875,2.0095813274383545
0.00025118864315095806,0.0251188643150958,2,0.498875,3.41279935836792
0.00025118864315095806,0.06309573444801933,2,0.498875,10.500916242599487
0.00025118864315095806,0.15848931924611134,2,0.498875,32.37803030014038
0.00025118864315095806,0.39810717055349726,2,0.498875,186.4383406639099
0.00025118864315095806,1.0,2,0.498875,818.2055854797363
0.00025118864315095806,0.00025118864315095806,3,0.644725,0.7673807144165039
0.00025118864315095806,0.0006309573444801933,3,0.624,0.790611743927002
0.00025118864315095806,0.0015848931924611136,3,0.613425,1.4843547344207764
0.00025118864315095806,0.0039810717055349725,3,0.5744875,2.73181414604187
0.00025118864315095806,0.01,3,0.5195125,5.8844990730285645
0.00025118864315095806,0.0251188643150958,3,0.499125,10.855075597763062
0.00025118864315095806,0.06309573444801933,3,0.4988375,27.663071870803833
0.00025118864315095806,0.15848931924611134,3,0.4988375,54.02953267097473
0.00025118864315095806,0.39810717055349726,3,0.4988375,120.24715328216553
0.00025118864315095806,1.0,3,0.4988375,809.0412106513977
0.00025118864315095806,0.00025118864315095806,4,0.5637375,0.6705718040466309
0.00025118864315095806,0.0006309573444801933,4,0.5032125,0.8323512077331543
0.00025118864315095806,0.0015848931924611136,4,0.4993,1.029142141342163
0.00025118864315095806,0.0039810717055349725,4,0.4993,1.35036039352417
0.00025118864315095806,0.01,4,0.4993,1.7695815563201904
0.00025118864315095806,0.0251188643150958,4,0.4993,3.7936770915985107
0.00025118864315095806,0.06309573444801933,4,0.4993,12.162742614746094
0.00025118864315095806,0.15848931924611134,4,0.4993,36.196831703186035
0.00025118864315095806,0.39810717055349726,4,0.4993,118.90639066696167
0.00025118864315095806,1.0,4,0.4993,444.17353987693787
