ratio,cv,score,time
0.004228282585245324,8,0.8050375,2.709235191345215
0.004228282585245324,9,0.7961375,2.633650541305542
0.005637710113660432,0,0.8092625,3.4406449794769287
0.005637710113660432,1,0.8241625,3.170128345489502
0.005637710113660432,2,0.81615,3.273859739303589
0.005637710113660432,3,0.8214125,3.0828864574432373
0.005637710113660432,4,0.8098625,3.4595859050750732
0.005637710113660432,5,0.814025,3.413719892501831
0.005637710113660432,6,0.8116625,3.580395221710205
0.005637710113660432,7,0.811475,3.0705974102020264
0.005637710113660432,8,0.813175,3.1105597019195557
0.005637710113660432,9,0.8188875,3.0904593467712402
0.00751694681821391,0,0.81835,4.150733709335327
0.00751694681821391,1,0.81825,3.9698069095611572
0.00751694681821391,2,0.81825,3.882847785949707
0.00751694681821391,3,0.8082375,4.321726560592651
0.00751694681821391,4,0.8156625,4.118292570114136
0.00751694681821391,5,0.8203,4.146028280258179
0.00751694681821391,6,0.821125,4.369495391845703
0.00751694681821391,7,0.8188875,4.119927167892456
0.00751694681821391,8,0.8228875,4.095509052276611
0.00751694681821391,9,0.8138875,4.074432849884033
0.010022595757618546,0,0.819525,5.212042570114136
0.010022595757618546,1,0.826625,5.255388498306274
0.010022595757618546,2,0.8224375,4.932052135467529
0.010022595757618546,3,0.8267375,5.2997119426727295
0.010022595757618546,4,0.821575,5.006896734237671
0.010022595757618546,5,0.8180625,4.844076156616211
0.010022595757618546,6,0.8179,5.157980442047119
0.010022595757618546,7,0.8204375,5.33989691734314
0.010022595757618546,8,0.8259125,5.617380142211914
0.010022595757618546,9,0.826875,4.9579949378967285
0.013363461010158062,0,0.823025,6.7452497482299805
0.013363461010158062,1,0.818025,6.0865888595581055
0.013363461010158062,2,0.8311,6.175838470458984
0.013363461010158062,3,0.81835,6.092862129211426
0.013363461010158062,4,0.833475,6.9498302936553955
0.013363461010158062,5,0.8222125,6.160852909088135
0.013363461010158062,6,0.82585,6.549511671066284
0.013363461010158062,7,0.8265625,6.614301443099976
0.013363461010158062,8,0.8259625,6.0702714920043945
0.013363461010158062,9,0.8245875,7.165640115737915
0.017817948013544083,0,0.825025,7.886457204818726
0.017817948013544083,1,0.8346375,7.497756004333496
0.017817948013544083,2,0.830325,7.938292980194092
0.017817948013544083,3,0.8350875,7.656765460968018
0.017817948013544083,4,0.8214375,7.673046827316284
0.017817948013544083,5,0.8287625,7.618447303771973
0.017817948013544083,6,0.8375125,7.627918720245361
0.017817948013544083,7,0.8296625,7.713681697845459
0.017817948013544083,8,0.8334375,7.481280565261841
0.017817948013544083,9,0.828325,7.626028060913086
0.023757264018058777,0,0.8339,10.107500076293945
0.023757264018058777,1,0.8375,9.884932041168213
0.023757264018058777,2,0.8389125,10.571722507476807
0.023757264018058777,3,0.8339875,9.585174083709717
0.023757264018058777,4,0.820525,9.593830585479736
0.023757264018058777,5,0.8373875,9.676745891571045
0.023757264018058777,6,0.8351,9.72778844833374
0.023757264018058777,7,0.83405,9.397393465042114
0.023757264018058777,8,0.83345,10.192672491073608
0.023757264018058777,9,0.824675,9.826145648956299
0.03167635202407837,0,0.8352,14.175772905349731
0.03167635202407837,1,0.8272125,12.194580554962158
0.03167635202407837,2,0.8219,13.835857152938843
0.03167635202407837,3,0.8417375,11.820695877075195
0.03167635202407837,4,0.83755,12.28056263923645
0.03167635202407837,5,0.8411,12.140157461166382
0.03167635202407837,6,0.8377375,12.14772367477417
0.03167635202407837,7,0.8375,14.186885356903076
0.03167635202407837,8,0.8412,12.83432936668396
0.03167635202407837,9,0.8327625,12.723058223724365
0.04223513603210449,0,0.8403125,16.24812936782837
0.04223513603210449,1,0.8370125,16.844218492507935
0.04223513603210449,2,0.841225,15.02326226234436
0.04223513603210449,3,0.83985,14.86304259300232
0.04223513603210449,4,0.8369125,15.7271146774292
0.04223513603210449,5,0.8405625,16.166574954986572
0.04223513603210449,6,0.83385,15.550372838973999
0.04223513603210449,7,0.83885,16.289551258087158
0.04223513603210449,8,0.8406625,15.64305567741394
0.04223513603210449,9,0.8415375,15.858580589294434
0.056313514709472656,0,0.8302125,19.667473554611206
0.056313514709472656,1,0.8423,22.877290725708008
0.056313514709472656,2,0.8394,19.393614292144775
0.056313514709472656,3,0.842225,18.97620964050293
0.056313514709472656,4,0.8387,24.476932525634766
0.056313514709472656,5,0.841725,19.315536737442017
0.056313514709472656,6,0.8249125,18.936715126037598
0.056313514709472656,7,0.83,18.943262577056885
0.056313514709472656,8,0.8430625,20.538483142852783
0.056313514709472656,9,0.844325,19.09571886062622
0.07508468627929688,0,0.828975,24.13846707344055
0.07508468627929688,1,0.8400375,25.62178087234497
0.07508468627929688,2,0.835675,34.593610525131226
0.07508468627929688,3,0.837325,28.961672067642212
0.07508468627929688,4,0.84855,25.35272789001465
0.07508468627929688,5,0.841525,25.492542505264282
0.07508468627929688,6,0.840075,24.423147678375244
0.07508468627929688,7,0.8354875,24.55888271331787
0.07508468627929688,8,0.8419875,25.635911464691162
0.07508468627929688,9,0.8336375,24.170351266860962
0.1001129150390625,0,0.844975,31.622936487197876
0.1001129150390625,1,0.844225,34.014312982559204
0.1001129150390625,2,0.8352875,29.71545147895813
0.1001129150390625,3,0.84175,31.709112644195557
0.1001129150390625,4,0.84065,30.447920083999634
0.1001129150390625,5,0.845075,33.49409461021423
0.1001129150390625,6,0.8393625,33.12494087219238
0.1001129150390625,7,0.838825,36.451340198516846
0.1001129150390625,8,0.8352875,33.898369550704956
0.1001129150390625,9,0.8495875,39.62890410423279
0.13348388671875,0,0.8483125,40.604087352752686
0.13348388671875,1,0.8461375,43.10677170753479
0.13348388671875,2,0.8427125,41.37232947349548
0.13348388671875,3,0.8415625,42.83940100669861
0.13348388671875,4,0.8412125,41.810633182525635
0.13348388671875,5,0.8438375,43.32877826690674
0.13348388671875,6,0.841675,39.754759073257446
0.13348388671875,7,0.8464,40.33945560455322
0.13348388671875,8,0.84255,46.52346324920654
0.13348388671875,9,0.8407,42.34136915206909
0.177978515625,0,0.844575,53.05220079421997
0.177978515625,1,0.8433,64.33689188957214
0.177978515625,2,0.8414125,62.98996114730835
0.177978515625,3,0.8464,60.41545605659485
0.177978515625,4,0.8404625,59.62636041641235
0.177978515625,5,0.8450375,52.1834352016449
0.177978515625,6,0.847,52.578871965408325
0.177978515625,7,0.8431,52.16290903091431
0.177978515625,8,0.83995,57.12209677696228
0.177978515625,9,0.8464,54.83476138114929
0.2373046875,0,0.84155,82.16619682312012
0.2373046875,1,0.8438375,76.4799964427948
0.2373046875,2,0.8413125,84.3195869922638
0.2373046875,3,0.8442375,71.10201525688171
0.2373046875,4,0.8442125,73.48410630226135
0.2373046875,5,0.837125,70.90974569320679
0.2373046875,6,0.8449125,70.62376737594604
0.2373046875,7,0.8408625,83.84040427207947
0.2373046875,8,0.8422625,70.79685258865356
0.2373046875,9,0.8436875,68.98027777671814
0.31640625,0,0.843425,104.69533038139343
0.31640625,1,0.839025,99.15196299552917
0.31640625,2,0.8461625,95.78152513504028
0.31640625,3,0.8411625,112.970468044281
0.31640625,4,0.8416,99.97963786125183
0.31640625,5,0.844925,127.10474586486816
0.31640625,6,0.8450375,96.93558406829834
0.31640625,7,0.840275,106.85128712654114
0.31640625,8,0.841,143.47762608528137
0.31640625,9,0.8487125,102.17863368988037
0.421875,0,0.8458,137.0025589466095
0.421875,1,0.84155,151.35046696662903
0.421875,2,0.8469,136.43408632278442
0.421875,3,0.838375,144.07507705688477
0.421875,4,0.8463875,136.20980310440063
0.421875,5,0.8465375,142.26151299476624
0.421875,6,0.842025,143.64907479286194
0.421875,7,0.844975,136.71101593971252
0.421875,8,0.84075,138.52664065361023
0.421875,9,0.8457375,141.73071551322937
0.5625,0,0.848175,214.67480063438416
0.5625,1,0.84035,192.31302952766418
0.5625,2,0.84665,222.74236869812012
0.5625,3,0.8480875,221.5720911026001
0.5625,4,0.8462625,207.1987431049347
0.5625,5,0.840325,191.8814821243286
0.5625,6,0.8453,199.2761356830597
0.5625,7,0.841775,197.16396641731262
0.5625,8,0.8414625,222.95412349700928
0.5625,9,0.8446125,205.2917561531067
0.75,0,0.8473875,300.6436402797699
0.75,1,0.848225,293.21944642066956
0.75,2,0.8452,275.8979489803314
0.75,3,0.8409,299.14463996887207
0.75,4,0.84415,324.572377204895
0.75,5,0.838725,279.6950430870056
0.75,6,0.844225,277.8088712692261
0.75,7,0.841575,296.1285648345947
0.75,8,0.8441875,269.1012156009674
0.75,9,0.844225,284.062931060791
1.0,0,0.843925,360.84063744544983
1.0,1,0.8424875,337.0723292827606
1.0,2,0.8413875,375.39725852012634
1.0,3,0.844925,339.7194378376007
1.0,4,0.8413,326.04729890823364
1.0,5,0.8403625,319.30171394348145
1.0,6,0.8472875,269.6245484352112
1.0,7,0.8438375,265.5945816040039
1.0,8,0.8442125,265.5242266654968
1.0,9,0.8435875,244.65246677398682
